"Instrument","StandStroom","Periode","waarde"
"Deposito's met opzegtermijn ","Eindstand ","1999-02",110832
"Deposito's met opzegtermijn ","Eindstand ","1999-03",110614
"Deposito's met opzegtermijn ","Eindstand ","1999-04",111177
"Deposito's met opzegtermijn ","Eindstand ","1999-05",112838
"Deposito's met opzegtermijn ","Eindstand ","1999-06",114232
"Deposito's met opzegtermijn ","Eindstand ","1999-07",115534
"Deposito's met opzegtermijn ","Eindstand ","1999-08",115845
"Deposito's met opzegtermijn ","Eindstand ","1999-09",115829
"Deposito's met opzegtermijn ","Eindstand ","1999-10",114883
"Deposito's met opzegtermijn ","Eindstand ","1999-11",114831
"Deposito's met opzegtermijn ","Eindstand ","1999-12",114509
"Deposito's met opzegtermijn ","Eindstand ","2000-01",116570
"Deposito's met opzegtermijn ","Eindstand ","2000-02",116473
"Deposito's met opzegtermijn ","Eindstand ","2000-03",115850
"Deposito's met opzegtermijn ","Eindstand ","2000-04",115489
"Deposito's met opzegtermijn ","Eindstand ","2000-05",116698
"Deposito's met opzegtermijn ","Eindstand ","2000-06",116988
"Deposito's met opzegtermijn ","Eindstand ","2000-07",115535
"Deposito's met opzegtermijn ","Eindstand ","2000-08",114538
"Deposito's met opzegtermijn ","Eindstand ","2000-09",113449
"Deposito's met opzegtermijn ","Eindstand ","2000-10",112211
"Deposito's met opzegtermijn ","Eindstand ","2000-11",110410
"Deposito's met opzegtermijn ","Eindstand ","2000-12",108932
"Deposito's met opzegtermijn ","Eindstand ","2001-01",112715
"Deposito's met opzegtermijn ","Eindstand ","2001-02",113157
"Deposito's met opzegtermijn ","Eindstand ","2001-03",114141
"Deposito's met opzegtermijn ","Eindstand ","2001-04",114970
"Deposito's met opzegtermijn ","Eindstand ","2001-05",115898
"Deposito's met opzegtermijn ","Eindstand ","2001-06",117914
"Deposito's met opzegtermijn ","Eindstand ","2001-07",119337
"Deposito's met opzegtermijn ","Eindstand ","2001-08",120956
"Deposito's met opzegtermijn ","Eindstand ","2001-09",123680
"Deposito's met opzegtermijn ","Eindstand ","2001-10",127490
"Deposito's met opzegtermijn ","Eindstand ","2001-11",129906
"Deposito's met opzegtermijn ","Eindstand ","2001-12",131350
"Deposito's met opzegtermijn ","Eindstand ","2002-01",136085
"Deposito's met opzegtermijn ","Eindstand ","2002-02",136770
"Deposito's met opzegtermijn ","Eindstand ","2002-03",137651
"Deposito's met opzegtermijn ","Eindstand ","2002-04",138402
