,Bankruptcies_Bankruptcies,ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Foodproducts,_beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3",ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2,ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2,ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2,ConsumerConsumption_Electrical_equipment_VolumeChanges_2,ConsumerConsumption_Vehicles_VolumeChanges_2,ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Electricity,_gas,_water_and_motor_fuels_VolumeChanges_2",ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2,ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConfidence_Consumentenvertrouwen_1,ConsumerConfidence_EconomischKlimaat_2,ConsumerConfidence_Koopbereidheid_3,ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4,ConsumerConfidence_EconomischeSituatieKomende12Maanden_5,ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6,ConsumerConfidence_FinancieleSituatieKomende12Maanden_7,ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8,CPI_CPI_1,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_allGenders_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,ProducerConfidence_ProducerConfidence_1,ProducerConfidence_ExpectedActivity_2,BusinessInterestRates_BigBusinessInterestRate,BusinessInterestRates_Deposit rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders weighted average interest rate,BusinessInterestRates_Marginal lending rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders marginal interest rate,BusinessInterestRates_Main refinancing operations: Fixed rate tenders,BusinessInterestRates_Main refinancing operations: Variable rate tenders minimum bid rate,BusinessInterestRates_Rente op uitstaande bedragen (percentages),BusinessInterestRates_HousingInterestRatesNLD,MoneySupply_M3_1,MoneySupply_M3_2,MoneySupply_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6,LeadingEconomicIndicators_ConsumLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_DEU,LeadingEconomicIndicators_ConsumLeadIndicator_DEU,InternationalUnemploymentIndicators_Germany_unemply_F,InternationalUnemploymentIndicators_Germany_unemply_M,InternationalUnemploymentIndicators_France_unemply_F,InternationalUnemploymentIndicators_France_unemply_M,InternationalUnemploymentIndicators_Italy_unemply_F,InternationalUnemploymentIndicators_Italy_unemply_M,InternationalUnemploymentIndicators_Spain_unemply_F,InternationalUnemploymentIndicators_Spain_unemply_M,InternationalUnemploymentIndicators_Belgium_unemply_F,InternationalUnemploymentIndicators_Belgium_unemply_M,InternationalUnemploymentIndicators_Japan_unemply_F,InternationalUnemploymentIndicators_Japan_unemply_M,InternationalUnemploymentIndicators_United States_unemply_F,InternationalUnemploymentIndicators_United States_unemply_M,"InternationalEnergyIndicators_Crude oil, average","InternationalEnergyIndicators_Crude oil, Brent","InternationalEnergyIndicators_Crude oil, Dubai","InternationalEnergyIndicators_Crude oil, WTI","InternationalEnergyIndicators_Coal, Australian","InternationalEnergyIndicators_Coal, South African **","InternationalEnergyIndicators_Natural gas, US","InternationalEnergyIndicators_Natural gas, Europe","InternationalEnergyIndicators_Liquefied natural gas, Japan",InternationalEnergyIndicators_Natural gas index,InternationalMetals_Aluminum,"InternationalMetals_Iron ore, cfr spot",InternationalMetals_Copper,InternationalMetals_Lead,InternationalMetals_Tin,InternationalMetals_Nickel,InternationalMetals_Zinc,InternationalMetals_Gold,InternationalMetals_Platinum,InternationalMetals_Silver
2012-05-01,1022.0,-0.2,-0.3,1.7,-1.8,2.9,4.2,-0.8,9.0,-12.1,-0.1,2.3,-1.5,-0.1,-34.0,-54.0,-21.0,-70.0,-38.0,-21.0,-18.0,-23.0,96.03,6.7,72.7,67.8,12.6,5.2,5.7,59.0,55.6,7.2,67.9,63.0,97.0,11.8,6.6,91.0,5.6,52.2,49.3,-8.0,-1.5,1.95,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.33,835100.0,790233.0,282660.0,0.3938,1.266,0.6849,0.9704,98.0805,99.48471,100.3825,100.7825,4.9,5.3,9.8,9.7,11.7,9.8,24.6,24.6,7.5,7.3,4.1,4.6,7.9,8.4,104.0860342556,110.52173913044,107.05454545455,94.68181818182,95.83,93.77,2.4374,11.64,17.12,96.53319470607,2007.63095238095,136.61,7955.64285714286,2012.82142857143,20405.2380952381,17068.1904761905,1936.0,1589.04,1470.7,28.7196
2012-06-01,891.0,0.1,0.7,1.6,0.9,-0.3,3.4,-1.1,11.7,10.0,-1.0,1.4,-1.8,-0.4,-37.0,-59.0,-22.0,-74.0,-44.0,-22.0,-21.0,-24.0,95.57,6.7,72.6,67.8,12.7,5.3,5.6,58.9,55.6,7.3,67.9,63.0,98.0,12.0,6.7,89.0,5.5,52.1,49.2,-7.9,-2.4,2.26,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.33,831574.0,785966.0,288850.0,0.38,1.219,0.6589,0.9345,98.11739,99.44519,100.16,100.7071,4.9,5.3,9.8,9.7,12.0,10.1,24.8,24.8,7.5,7.3,4.0,4.6,7.9,8.4,90.72825396825,95.58904761905,94.23619047619,82.35952380952,87.19,85.31,2.4552,11.49,17.2,96.09045041368,1890.17857142857,134.66,7423.02380952381,1854.15238095238,19271.0714285714,16549.1428571429,1858.70238095238,1598.76,1443.86,27.9836
2012-07-01,1087.0,-1.5,-2.7,1.2,-5.2,-5.8,-8.1,-2.7,-1.4,-20.2,-3.0,-4.3,-3.6,-0.5,-33.0,-50.0,-21.0,-67.0,-32.0,-22.0,-17.0,-25.0,96.2,6.8,72.6,67.6,12.6,5.6,5.6,58.9,55.6,7.4,67.9,62.9,100.0,12.2,6.9,90.0,5.6,52.0,49.1,-7.6,0.5,2.05,0.0806451612903225,4.99,1.5806451612903225,4.7,0.8306451612903226,4.25,4.7,4.22,843178.0,797426.0,292789.0,0.2194,1.0608,0.497,0.7794,98.42661,99.46785,99.90154,100.5215,4.8,5.3,9.7,9.7,12.2,10.2,25.2,24.9,7.5,7.3,4.0,4.6,8.0,8.3,96.75411255411,103.14090909091,99.22,87.90142857143,88.24,87.33,2.9455,11.13,18.11,100.9494357434,1876.25,127.94,7584.26136363636,1881.47727272727,18546.0909090909,16128.4090909091,1847.75,1594.29,1425.82,27.4318
2012-08-01,822.0,-0.9,-2.1,2.6,-5.7,-2.7,-8.2,-3.5,-1.3,-8.7,-1.6,-2.9,1.7,0.1,-31.0,-47.0,-21.0,-65.0,-28.0,-22.0,-16.0,-26.0,96.32,6.8,72.7,67.8,12.7,5.4,5.6,58.9,55.6,7.3,68.1,63.1,100.0,12.2,6.8,90.0,5.5,52.2,49.3,-6.4,1.3,1.79,0.0,4.99,1.5,4.7,0.75,4.25,4.7,4.2,846322.0,800659.0,292913.0,0.1316,0.8766,0.3324,0.6061,98.60672,99.50375,99.67582,100.3083,4.8,5.2,9.6,9.8,12.1,10.1,25.5,25.0,7.6,7.6,3.8,4.5,7.8,8.3,105.27363699103,113.34,108.37047619048,94.11043478261,91.0,89.11,2.8383,11.18,17.74,99.63469196716,1845.37608695652,107.5,7515.53260869565,1900.61956521739,18772.6195652174,15735.2065217391,1818.16304347826,1630.31,1453.26,28.8002
2012-09-01,890.0,0.4,1.1,0.5,2.2,7.7,5.1,0.6,11.9,-13.5,0.0,-1.7,-0.1,-0.2,-28.0,-40.0,-20.0,-60.0,-21.0,-21.0,-16.0,-24.0,96.72,6.9,72.8,67.8,13.1,5.5,5.7,58.8,55.5,7.4,68.2,63.1,101.0,12.3,6.9,92.0,5.6,52.1,49.2,-8.1,-1.1,1.67,0.0,4.99,1.5,4.7,0.75,4.25,4.7,4.16,837511.0,791991.0,289416.0,0.1188,0.7398,0.2463,0.4839,98.61201,99.41591,99.48414,100.1567,4.8,5.2,9.7,9.9,12.1,10.6,25.8,25.2,7.6,8.0,3.9,4.5,7.6,8.0,106.28496491228,113.3825,110.9645,94.50789473684,88.96,85.82,2.8415,11.08,16.83,98.5816339007,2064.12,99.47,8087.74,2177.67,20771.26,17287.96,2009.85,1744.81,1623.65,33.6085
2012-10-01,1092.0,-1.7,-2.8,1.0,-7.1,4.1,-2.9,-2.1,-0.3,-30.0,-0.4,0.0,0.9,-0.8,-29.0,-39.0,-23.0,-59.0,-18.0,-22.0,-17.0,-29.0,97.29,7.0,72.8,67.7,13.1,5.6,5.9,58.8,55.4,7.5,68.2,63.1,101.0,12.2,7.1,93.0,5.7,51.9,49.0,-9.5,-5.5,2.01,0.0,4.99,1.5,4.7,0.75,4.25,4.7,4.1,832228.0,786890.0,287900.0,0.1112,0.6501,0.2079,0.4118,98.36749,99.28868,99.39262,100.1268,4.8,5.2,10.0,10.1,12.7,10.9,26.0,25.3,7.6,8.7,3.9,4.3,7.6,7.9,103.40786561265,111.97347826087,108.73272727273,89.51739130435,81.85,82.8,3.3174,11.58,15.3,105.70108533749,1974.3,113.95,8062.03,2141.97,21233.7,17168.74,1903.96,1746.58,1635.83,33.1874
2012-11-01,967.0,-1.8,-3.7,0.7,-9.0,-2.2,-7.7,-4.8,-5.6,-24.4,-0.8,-0.9,0.2,-0.3,-33.0,-47.0,-24.0,-64.0,-31.0,-21.0,-23.0,-28.0,96.89,7.2,72.7,67.5,13.0,5.8,6.0,58.8,55.2,7.6,68.0,62.9,98.0,12.0,7.1,95.0,5.8,51.9,48.9,-9.9,-6.2,1.85,0.0,4.99,1.5,4.7,0.75,4.25,4.7,4.03,832705.0,787422.0,293742.0,0.1085,0.5879,0.192,0.3604,97.96849,99.23312,99.49087,100.1887,4.8,5.2,10.1,10.3,12.8,10.8,26.4,25.5,7.7,9.1,3.8,4.3,7.6,7.9,101.17441558442,109.71181818182,107.13333333333,86.6780952381,85.89,85.74,3.538,11.83,15.0,109.3651582862,1948.82954545455,120.35,7711.22727272727,2181.96590909091,20713.0681818182,16335.3636363636,1912.39772727273,1721.64,1576.36,32.7732
2012-12-01,833.0,-0.3,-0.2,2.3,-1.7,-0.7,-0.7,-7.3,-3.7,-18.8,-0.9,-2.5,-2.1,-0.4,-38.0,-57.0,-25.0,-71.0,-44.0,-21.0,-25.0,-28.0,96.76,7.4,72.7,67.4,13.4,6.0,6.2,58.9,55.2,7.7,68.0,62.8,100.0,12.2,7.3,97.0,6.0,51.9,48.9,-8.9,-2.2,2.11,0.0,4.99,1.5,4.7,0.75,4.25,4.6,4.09,806866.0,760353.0,274570.0,0.1106,0.5493,0.1855,0.3238,97.79343,99.24728,99.66897,100.2912,4.8,5.2,10.2,10.4,12.5,11.0,26.5,25.6,7.8,9.1,3.9,4.5,7.9,7.9,101.19366666667,109.6765,105.689,88.2155,92.88,88.84,3.3395,11.79,15.41,107.04231243184,2086.76315789474,128.51111111111,7966.48684210526,2279.80263157895,22880.8947368421,17448.5,2040.42894736842,1684.762,1582.25,31.8745
2013-01-01,1104.0,-1.5,-3.4,-3.0,-7.9,-0.3,7.0,-4.1,-4.3,-18.7,2.4,4.3,-0.5,0.2,-37.0,-58.0,-23.0,-73.0,-43.0,-20.0,-23.0,-26.0,96.78,7.5,72.7,67.2,13.5,6.2,6.3,58.9,55.2,7.8,68.0,62.7,100.0,12.1,7.4,98.0,6.0,52.0,48.9,-9.1,-2.3,1.72,0.0,4.99,1.5,4.7,0.75,4.25,4.6,4.03,825345.0,780385.0,275174.0,0.1125,0.5753,0.2049,0.3443,97.79116,99.33453,99.84541,100.4538,4.8,5.3,10.2,10.5,13.3,11.2,26.5,25.9,8.0,9.0,3.8,4.5,7.8,8.2,105.10021645022,112.97363636364,107.58272727273,94.74428571429,92.77,86.13,3.328,11.87,15.89,107.60817859655,2037.75,150.49090909091,8047.36,2333.68,24545.9,17472.5,2032.2,1671.84782608696,1638.89130434783,31.06173913043
2013-02-01,1063.0,-1.2,-3.6,-1.8,-3.8,-2.0,-7.4,-5.4,-5.8,-16.7,-4.9,-8.0,-5.6,0.9,-41.0,-61.0,-27.0,-77.0,-46.0,-28.0,-26.0,-28.0,97.54,7.7,72.7,67.1,13.6,6.4,6.5,59.1,55.2,7.9,68.0,62.6,102.0,12.4,7.5,101.0,6.2,52.2,49.0,-5.7,5.4,2.05,0.0,4.99,1.5,4.7,0.75,4.25,4.6,4.03,825566.0,780615.0,273499.0,0.1203,0.5942,0.2234,0.3619,97.69981,99.45813,99.96383,100.5871,4.8,5.3,10.2,10.5,13.2,11.2,26.7,26.1,8.2,8.8,3.9,4.6,7.6,7.8,107.63743567252,116.5195,111.09333333333,95.29947368421,94.94,85.13,3.3292,11.77,16.47,107.54029997678,2053.595,154.63888888889,8060.925,2365.7875,24211.7375,17690.1,2128.6875,1627.57,1674.55,30.3288
2013-03-01,1103.0,-0.8,-1.6,-1.5,-10.9,-10.9,-21.3,-9.8,-4.5,-20.8,12.1,18.6,-5.1,-0.1,-41.0,-60.0,-29.0,-78.0,-42.0,-32.0,-27.0,-27.0,98.58,7.9,72.8,67.0,13.7,6.7,6.7,59.1,55.2,8.1,68.1,62.6,102.0,12.4,7.7,107.0,6.5,52.3,48.9,-7.7,-1.2,1.75,0.0,4.99,1.5,4.7,0.75,4.25,4.6,4.05,820988.0,775481.0,271573.0,0.1179,0.545,0.2061,0.3288,97.89759,99.46952,99.97959,100.6575,4.7,5.3,10.3,10.5,13.0,11.3,26.7,26.0,8.3,8.7,3.6,4.5,7.5,7.6,102.5225,109.24,105.415,92.9125,90.98,82.77,3.8069,11.87,16.27,113.68108766747,1909.56666666667,139.87,7645.58333333333,2169.41666666667,23296.5238095238,16724.9285714286,1926.07142857143,1593.08619047619,1582.95238095238,28.79095238095
2013-04-01,1039.0,-0.7,-2.2,-1.5,-3.3,3.1,-0.1,-0.5,0.1,-11.1,-1.4,-1.3,1.0,0.5,-37.0,-53.0,-26.0,-75.0,-30.0,-31.0,-23.0,-24.0,98.67,8.0,72.7,66.9,13.8,6.7,6.8,59.0,55.0,8.2,68.0,62.4,102.0,12.4,7.6,108.0,6.6,52.1,48.7,-8.7,0.3,2.06,0.0,4.99,1.5,4.7,0.75,4.25,4.6,3.96,812674.0,766696.0,267604.0,0.1179,0.5284,0.2089,0.3243,98.25066,99.44011,99.97449,100.6883,4.7,5.3,10.4,10.6,13.3,11.4,26.9,25.7,8.4,8.8,3.8,4.4,7.3,7.8,98.85196969697,102.87545454546,101.66136363636,92.01909090909,87.76,82.02,4.1669,12.88,16.2,122.80678946534,1861.67045454545,137.39090909091,7234.27954545454,2027.38636363636,21662.25,15672.9545454545,1856.00454545455,1487.85727272727,1493.06818181818,25.355
2013-05-01,1185.0,-0.9,-2.6,-1.3,-6.1,-2.2,-10.0,-1.6,0.2,-19.2,1.4,2.0,1.3,0.5,-32.0,-42.0,-25.0,-70.0,-15.0,-34.0,-18.0,-24.0,98.69,8.1,72.7,66.8,13.8,6.9,7.0,59.1,54.9,8.2,68.0,62.4,103.0,12.5,7.7,110.0,6.7,52.1,48.6,-7.3,2.2,1.9,0.0,4.99,1.1129032258064515,4.7,0.5564516129032258,4.25,4.6,3.77,812809.0,766544.0,274989.0,0.1123,0.4838,0.2012,0.2995,98.42739,99.4771,100.0011,100.7086,4.6,5.2,10.3,10.5,13.0,11.9,26.9,25.6,8.4,8.7,3.9,4.3,7.1,7.9,99.36663341489,103.02695652174,100.31476190476,94.75818181818,87.71,81.79,4.0403,12.29,16.22,118.47814461874,1832.02173913043,124.00952380952,7249.41304347826,2032.97826086957,20775.8260869565,14947.9565217391,1831.55434782609,1414.02695652174,1475.17391304348,23.03826086957
2013-06-01,1047.0,-2.0,-5.0,-2.0,-8.4,-0.3,-10.9,-4.0,-7.1,-28.7,-2.7,-5.3,-2.6,0.7,-33.0,-42.0,-27.0,-69.0,-15.0,-37.0,-16.0,-26.0,98.32,8.3,72.7,66.7,14.2,7.0,7.1,59.2,54.9,8.4,68.0,62.3,104.0,12.7,7.9,112.0,6.8,52.1,48.6,-7.2,1.0,2.04,0.0,4.99,1.0,4.7,0.5,4.25,4.6,3.68,816717.0,770058.0,279089.0,0.1206,0.5071,0.2103,0.3208,98.36446,99.58031,100.1112,100.7418,4.6,5.2,10.3,10.5,12.9,12.0,26.8,25.6,8.3,8.7,3.5,4.2,7.3,7.7,99.74266666667,103.11,100.3285,95.7895,82.75431946201,77.28942633542,3.8254,11.92,16.61,114.37378667724,1814.5375,114.815,7000.2375,2099.6875,20267.4,14280.275,1839.0125,1343.35,1430.23,21.109
2013-07-01,1155.0,0.0,-1.9,0.6,-3.4,1.1,-7.8,-1.4,-4.1,-0.6,-2.6,-3.5,1.7,1.6,-35.0,-46.0,-27.0,-71.0,-22.0,-37.0,-17.0,-27.0,99.15,8.5,72.7,66.5,14.7,7.2,7.2,59.2,55.0,8.7,68.0,62.1,112.0,13.7,8.1,113.0,6.9,52.1,48.5,-6.0,4.5,1.93,0.0,4.99,1.0,4.7,0.5,4.25,4.6,3.68,808572.0,761629.0,273195.0,0.125,0.5254,0.2214,0.3358,98.32416,99.77776,100.271,100.7851,4.6,5.2,10.1,10.5,12.7,11.8,26.7,25.8,8.2,8.8,3.3,4.2,6.8,7.7,105.25790513834,107.71608695652,103.36217391304,104.69545454546,77.25921082883,72.64328692981,3.6227,11.6,16.17,110.0929564116,1769.60869565217,127.19130434783,6906.64130434783,2047.72826086957,19563.8260869565,13750.3152173913,1837.61956521739,1285.51565217391,1401.47826086957,19.7102173913
2013-08-01,878.0,0.0,-2.3,-1.0,-2.6,0.4,-7.1,0.9,-0.4,-8.2,-3.4,-4.9,-0.7,1.7,-32.0,-39.0,-27.0,-65.0,-13.0,-38.0,-16.0,-28.0,99.03,8.5,72.7,66.5,14.5,7.2,7.2,59.3,55.0,8.8,68.1,62.1,114.0,13.9,8.1,115.0,7.0,52.3,48.6,-3.0,7.3,1.9,0.0,4.99,1.0,4.7,0.5,4.25,4.6,3.65,812885.0,765768.0,278073.0,0.1278,0.5423,0.2259,0.3422,98.47466,100.0226,100.5188,100.8342,4.5,5.2,9.9,10.3,13.0,12.1,26.5,25.7,8.2,8.8,3.7,4.4,6.7,7.7,108.15763636364,110.96454545455,106.962,106.54636363636,76.96,72.912,3.4251,11.64,15.6,107.49741317685,1817.61590909091,137.055,7192.92045454545,2174.18181818182,21644.4318181818,14314.9318181818,1898.81818181818,1351.74181818182,1496.09090909091,21.89386363636
2013-09-01,879.0,-1.0,-3.6,-1.9,-5.1,-3.3,-12.1,-5.7,-9.4,-9.3,-3.2,-3.9,-4.0,1.1,-31.0,-37.0,-26.0,-65.0,-10.0,-37.0,-16.0,-26.0,99.08,8.5,72.8,66.6,14.8,7.2,7.2,59.5,55.2,8.8,68.1,62.2,115.0,14.0,8.0,116.0,7.0,52.3,48.7,-4.1,5.8,2.2,0.0,4.99,1.0,4.7,0.5,4.25,4.5,3.64,816284.0,769188.0,281813.0,0.1281,0.5434,0.2232,0.34,98.75469,100.1524,100.7354,100.9361,4.5,5.1,10.1,10.4,13.4,12.0,26.6,25.6,8.2,8.8,3.5,4.2,6.7,7.7,108.75773015873,111.62142857143,108.40476190476,106.247,77.6125,73.0975,3.6154,11.25,14.96,107.52065160478,1761.30476190476,134.18571428571,7159.26904761905,2084.91904761905,22735.0714285714,13801.3928571429,1846.88095238095,1348.6,1456.86,22.5638
2013-10-01,1133.0,1.1,0.7,0.4,4.5,2.2,0.4,1.1,5.3,27.8,-4.4,-4.7,-3.1,1.5,-26.0,-29.0,-23.0,-60.0,1.0,-35.0,-15.0,-20.0,98.8,8.5,72.9,66.7,14.6,7.1,7.2,59.6,55.3,8.8,68.1,62.2,114.0,13.9,8.0,117.0,7.1,52.4,48.7,-2.2,9.1,1.97,0.0,4.99,1.0,4.7,0.5,4.25,4.5,3.6,798764.0,751421.0,271158.0,0.1283,0.541,0.2258,0.3415,99.20583,100.2255,100.9089,101.0628,4.5,5.1,10.1,10.1,13.5,11.9,26.7,25.3,8.3,8.8,3.7,4.2,6.8,7.5,105.42713438735,109.47869565217,106.30227272727,100.50043478261,79.4125,80.6475,3.6739,11.37,15.3,109.03186360077,1814.58260869565,132.57272727273,7203.02173913043,2115.42826086957,23101.5869565217,14117.652173913,1884.83695652174,1316.58,1413.48,21.917
2013-11-01,920.0,2.0,2.3,0.4,7.1,7.2,5.3,2.6,6.9,27.0,-1.7,-1.2,-1.6,1.7,-16.0,-11.0,-20.0,-44.0,22.0,-32.0,-9.0,-20.0,98.31,8.4,72.7,66.6,14.5,7.0,7.2,59.4,55.1,8.6,67.9,62.1,113.0,13.7,7.7,115.0,6.9,52.2,48.5,-3.5,6.7,1.96,0.0,4.99,0.85,4.7,0.35,4.25,4.5,3.61,798572.0,751077.0,275867.0,0.132,0.5064,0.2234,0.3269,99.72169,100.2184,100.9764,101.2217,4.6,5.1,10.2,10.1,13.4,11.9,26.7,25.1,8.4,8.9,3.7,4.1,6.7,7.2,102.62649122807,108.07619047619,105.85380952381,93.94947368421,82.25,83.818,3.6174,11.42,15.4,108.65121105615,1747.96428571429,136.32380952381,7070.65476190476,2089.55952380952,22826.880952381,13684.0119047619,1866.41666666667,1275.86,1420.1,20.7576
2013-12-01,943.0,1.6,1.9,0.1,7.5,1.0,-6.5,1.4,7.4,54.9,-3.1,-3.6,-3.3,1.4,-11.0,0.0,-18.0,-33.0,33.0,-31.0,-4.0,-20.0,98.36,8.5,72.4,66.3,14.3,7.1,7.4,59.1,54.8,8.7,67.5,61.6,112.0,13.8,8.0,118.0,7.1,51.9,48.2,-3.3,6.4,2.06,0.0,4.99,0.75,4.7,0.25,4.25,4.5,3.65,784925.0,736003.0,278345.0,0.2144,0.5425,0.2735,0.3706,100.1088,100.2037,100.9771,101.3856,4.6,5.1,10.1,10.2,13.5,12.0,26.4,24.8,8.4,9.0,3.5,3.8,6.6,6.8,105.48165079365,110.674,107.91952380952,97.85142857143,84.3375,84.615,4.2366,11.55,16.38,117.45234821935,1739.81,135.79047619048,7214.9,2136.7275,22762.125,13924.55,1974.975,1221.5119047619,1355.66666666667,19.67
2014-01-01,938.0,0.4,-0.2,-0.3,3.7,6.4,2.5,3.2,4.6,7.3,-5.2,-7.9,3.1,0.9,-6.0,8.0,-15.0,-24.0,40.0,-27.0,0.0,-18.0,98.15,8.6,72.4,66.2,14.3,7.3,7.4,59.3,54.8,8.9,67.3,61.3,112.0,13.9,8.1,120.0,7.2,52.0,48.2,-2.8,7.0,2.18,0.0,4.99,0.75,4.7,0.25,4.25,4.5,3.6,788914.0,741001.0,271057.0,0.2242,0.5621,0.292,0.396,100.4485,100.2317,100.9725,101.527,4.6,5.1,9.9,10.5,13.9,12.2,26.2,24.9,8.4,9.2,3.5,3.8,6.3,6.8,102.09666666667,107.42,104.01,94.86,81.61,82.9,4.7008,11.59,16.67,123.47593413513,1727.41,128.119,7291.47,2143.17,22063.86,14101.25,2036.93,1244.27,1420.95,19.875
2014-02-01,900.0,0.5,0.1,0.7,6.1,4.0,3.0,3.6,9.7,14.5,-7.4,-11.0,2.8,0.8,-2.0,12.0,-11.0,-15.0,39.0,-21.0,3.0,-15.0,98.57,8.7,72.4,66.1,14.7,7.5,7.5,59.3,54.9,9.0,67.4,61.3,113.0,14.0,8.3,123.0,7.4,52.1,48.3,-2.3,8.9,1.96,0.0,4.99,0.75,4.7,0.25,4.25,4.5,3.53,793689.0,745620.0,279840.0,0.2239,0.549,0.2881,0.3866,100.6951,100.2824,100.9761,101.5881,4.5,5.1,9.8,10.6,13.6,12.5,25.9,24.7,8.2,9.2,3.4,3.7,6.4,6.9,104.82666666667,108.81,104.94,100.73,76.29,77.6,5.9733,11.3,16.76,137.61069871914,1695.17,121.37,7149.21,2108.03,22820.67,14203.55,2034.53,1299.58,1409.53,20.845
2014-03-01,781.0,-0.5,-2.0,0.0,5.0,4.7,11.4,3.8,6.9,0.9,-12.5,-19.1,3.3,0.8,1.0,18.0,-10.0,-8.0,44.0,-19.0,6.0,-16.0,99.39,8.7,72.1,65.8,14.4,7.4,7.6,59.1,54.6,9.2,67.1,60.9,112.0,14.1,8.5,125.0,7.5,51.9,48.0,-1.4,11.5,2.1,0.0,4.99,0.75,4.7,0.25,4.25,4.5,3.52,785492.0,737093.0,278876.0,0.2318,0.5773,0.3053,0.4069,100.8335,100.3316,100.9697,101.5902,4.4,5.1,9.8,10.6,13.8,12.0,25.8,24.5,7.9,9.3,3.5,3.8,6.6,6.7,104.04,107.4,104.15,100.57,73.34,74.6,4.8783,10.88,16.55,122.1747631506,1705.37,111.833,6650.04,2053.08,23024.31,15678.1,2007.9,1336.08,1451.62,20.716
2014-04-01,1040.0,0.6,0.1,1.5,4.6,9.3,1.2,3.6,12.6,10.1,-7.6,-13.7,4.6,1.0,4.0,23.0,-9.0,0.0,46.0,-19.0,7.0,-16.0,99.85,8.6,72.1,65.9,14.1,7.3,7.7,59.2,54.6,9.1,67.0,60.9,110.0,13.9,8.3,127.0,7.6,51.9,48.0,-2.8,7.9,1.98,0.0,4.99,0.75,4.7,0.25,4.25,4.4,3.51,773828.0,725081.0,269239.0,0.2526,0.604,0.3297,0.4299,100.8375,100.3,100.9348,101.6104,4.4,5.1,9.8,10.4,13.5,12.3,25.6,24.2,7.7,9.4,3.4,3.8,6.1,6.4,104.86666666667,107.79,104.73,102.08,72.82,75.06,4.6339,10.73,16.79,118.65642551875,1810.67,114.581,6673.56,2087.09,23405.2,17373.6,2027.21,1298.45,1430.33,19.736
