,Bankruptcies_Bankruptcies,ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Foodproducts,_beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3",ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2,ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2,ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2,ConsumerConsumption_Electrical_equipment_VolumeChanges_2,ConsumerConsumption_Vehicles_VolumeChanges_2,ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Electricity,_gas,_water_and_motor_fuels_VolumeChanges_2",ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2,ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConfidence_Consumentenvertrouwen_1,ConsumerConfidence_EconomischKlimaat_2,ConsumerConfidence_Koopbereidheid_3,ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4,ConsumerConfidence_EconomischeSituatieKomende12Maanden_5,ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6,ConsumerConfidence_FinancieleSituatieKomende12Maanden_7,ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8,CPI_CPI_1,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_allGenders_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,ProducerConfidence_ProducerConfidence_1,ProducerConfidence_ExpectedActivity_2,BusinessInterestRates_BigBusinessInterestRate,BusinessInterestRates_Deposit rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders weighted average interest rate,BusinessInterestRates_Marginal lending rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders marginal interest rate,BusinessInterestRates_Main refinancing operations: Fixed rate tenders,BusinessInterestRates_Main refinancing operations: Variable rate tenders minimum bid rate,BusinessInterestRates_Rente op uitstaande bedragen (percentages),BusinessInterestRates_HousingInterestRatesNLD,MoneySupply_M3_1,MoneySupply_M3_2,MoneySupply_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6,LeadingEconomicIndicators_ConsumLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_DEU,LeadingEconomicIndicators_ConsumLeadIndicator_DEU,InternationalUnemploymentIndicators_Germany_unemply_F,InternationalUnemploymentIndicators_Germany_unemply_M,InternationalUnemploymentIndicators_France_unemply_F,InternationalUnemploymentIndicators_France_unemply_M,InternationalUnemploymentIndicators_Italy_unemply_F,InternationalUnemploymentIndicators_Italy_unemply_M,InternationalUnemploymentIndicators_Spain_unemply_F,InternationalUnemploymentIndicators_Spain_unemply_M,InternationalUnemploymentIndicators_Belgium_unemply_F,InternationalUnemploymentIndicators_Belgium_unemply_M,InternationalUnemploymentIndicators_Japan_unemply_F,InternationalUnemploymentIndicators_Japan_unemply_M,InternationalUnemploymentIndicators_United States_unemply_F,InternationalUnemploymentIndicators_United States_unemply_M,"InternationalEnergyIndicators_Crude oil, average","InternationalEnergyIndicators_Crude oil, Brent","InternationalEnergyIndicators_Crude oil, Dubai","InternationalEnergyIndicators_Crude oil, WTI","InternationalEnergyIndicators_Coal, Australian","InternationalEnergyIndicators_Coal, South African **","InternationalEnergyIndicators_Natural gas, US","InternationalEnergyIndicators_Natural gas, Europe","InternationalEnergyIndicators_Liquefied natural gas, Japan",InternationalEnergyIndicators_Natural gas index,InternationalMetals_Aluminum,"InternationalMetals_Iron ore, cfr spot",InternationalMetals_Copper,InternationalMetals_Lead,InternationalMetals_Tin,InternationalMetals_Nickel,InternationalMetals_Zinc,InternationalMetals_Gold,InternationalMetals_Platinum,InternationalMetals_Silver
2010-04-01,778.0,0.4,1.3,1.4,-0.1,-3.5,-9.9,-2.3,1.7,6.4,3.5,6.3,-0.3,-0.3,-7.0,-7.0,-6.0,-32.0,18.0,-11.0,6.0,-14.0,92.08,6.1,72.4,68.0,12.6,4.5,5.0,57.4,54.6,6.7,67.2,62.7,87.0,10.9,6.1,81.0,5.4,50.1,47.4,-4.2,12.7,1.74,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.63,746869.0,706356.0,250785.0,0.4047,1.2252,0.6447,0.9552,100.1133,99.75841,100.2751,99.97005,6.4,7.2,9.4,9.2,9.8,8.0,20.2,19.5,8.7,8.4,4.7,5.4,8.8,10.9,84.18285714286,84.97857142857,83.09238095238,84.47761904762,100.15,88.7,4.0059,7.52,10.98,91.83389526316,2316.725,172.47,7745.075,2264.85,18683.5,26030.75,2366.675,1148.688,1710.5,18.0623
2010-05-01,603.0,0.4,2.0,1.4,1.3,-2.1,-5.9,-0.3,-0.3,1.1,3.7,6.8,-1.6,-0.9,-9.0,-9.0,-9.0,-27.0,9.0,-13.0,3.0,-19.0,92.04,6.1,72.5,68.0,12.6,4.5,5.0,57.6,54.7,6.7,67.3,62.8,86.0,10.7,6.2,80.0,5.3,50.2,47.6,-2.2,10.6,1.87,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.56,760119.0,718931.0,255083.0,0.423,1.2493,0.6865,0.9822,99.99377,99.9439,100.6711,99.99168,6.2,7.1,9.5,9.2,10.0,7.7,20.4,19.6,8.5,8.4,4.6,5.5,8.8,10.4,75.61831746032,76.25095238095,76.874,73.73,100.13,90.9375,4.156,7.27,11.39,92.74589502559,2040.526,161.35,6837.684,1882.684,17566.053,22008.158,1968.368,1205.434,1624.86,18.4333
2010-06-01,990.0,0.7,1.9,2.3,3.0,9.2,2.6,-0.9,12.5,9.7,-0.7,-1.6,1.9,-0.2,-13.0,-18.0,-10.0,-34.0,-2.0,-11.0,1.0,-20.0,91.6,6.2,72.4,67.9,12.5,4.5,5.1,57.6,54.7,6.8,67.2,62.6,85.0,10.7,6.3,82.0,5.4,50.2,47.5,-3.5,9.2,2.2,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.52,763883.0,722454.0,254614.0,0.4464,1.2813,0.7276,1.0118,100.0099,100.0406,101.0221,100.2157,6.1,7.0,9.4,9.1,9.4,7.8,20.6,19.6,8.6,8.4,4.7,5.5,8.3,10.4,74.725,74.83818181818,73.98318181818,75.35363636364,98.1875,92.8125,4.7948,7.74,10.48,102.1209290833,1931.386,143.63,6499.295,1703.955,17319.773,19388.636,1742.841,1232.92,1553.23,18.4548
2010-07-01,735.0,0.0,-0.4,1.5,-0.7,1.7,-0.2,-1.3,4.7,-3.8,-2.0,-3.8,1.2,0.3,-11.0,-14.0,-9.0,-28.0,1.0,-9.0,1.0,-19.0,91.34,6.2,72.5,68.0,12.4,4.6,5.1,57.8,54.8,6.8,67.3,62.7,83.0,10.5,6.3,84.0,5.5,50.4,47.6,-4.8,5.4,2.15,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.48,766228.0,724311.0,253613.0,0.5833,1.3734,0.8488,1.1042,100.0854,100.0751,101.3193,100.7145,6.0,6.9,9.3,9.1,9.5,7.7,20.5,19.5,8.7,8.6,4.5,5.4,8.5,10.3,74.5794011544,74.73545454545,72.65227272727,76.35047619048,95.98,90.61,4.6266,8.04,11.32,102.07370050082,1988.273,126.36,6735.25,1836.977,18191.364,19517.5,1843.886,1192.966,1525.59,17.9605
2010-08-01,800.0,1.2,2.5,-2.0,7.7,9.5,10.8,3.6,12.8,7.2,-1.1,-0.3,-3.3,0.2,-7.0,-7.0,-7.0,-21.0,6.0,-9.0,2.0,-15.0,91.48,6.1,72.4,68.0,12.4,4.5,5.2,57.8,54.8,6.7,67.2,62.7,81.0,10.3,6.0,86.0,5.6,50.4,47.6,-2.6,11.2,1.89,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.45,769765.0,728167.0,253895.0,0.64,1.421,0.8955,1.1472,100.1894,100.1042,101.5305,101.2003,5.9,6.8,9.4,9.1,8.9,7.8,20.6,19.6,8.7,8.4,4.6,5.4,8.6,10.3,75.82626984127,76.69318181818,74.18380952381,76.60181818182,89.78,87.9,4.305,8.45,11.3,100.10397055048,2118.143,145.34,7283.952,2075.238,20754.762,21413.333,2044.571,1215.81,1540.59,18.3877
2010-09-01,706.0,1.7,3.1,0.7,5.3,11.4,10.0,1.5,5.5,6.8,1.9,4.3,-0.8,0.6,-8.0,-7.0,-9.0,-22.0,7.0,-11.0,0.0,-17.0,92.05,6.0,72.3,68.0,12.1,4.5,5.0,57.6,54.7,6.7,67.3,62.8,83.0,10.4,6.1,85.0,5.6,50.6,47.7,-2.9,10.4,2.18,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.38,756696.0,715288.0,258134.0,0.6181,1.4205,0.8805,1.1373,100.2015,100.1484,101.6765,101.5458,5.9,6.7,9.5,9.0,9.7,7.4,20.5,19.7,8.6,8.2,4.5,5.6,8.6,10.2,76.11624098124,77.78681818182,75.27047619048,75.29142857143,94.9,85.82,3.9039,8.28,11.03,94.24216494045,2162.341,140.62727272727,7709.295,2184.227,22701.136,22643.409,2151.409,1270.977,1591.75,20.5498
2010-10-01,766.0,0.9,0.8,0.0,1.1,-1.8,-2.8,-3.6,2.7,2.7,1.3,-0.4,1.1,1.0,-7.0,-3.0,-9.0,-18.0,12.0,-11.0,1.0,-16.0,92.13,6.0,72.4,68.0,12.0,4.4,5.0,57.7,54.8,6.7,67.3,62.8,83.0,10.5,5.9,87.0,5.7,50.7,47.8,-2.5,8.6,2.22,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.35,753191.0,711617.0,253237.0,0.7842,1.4954,0.9977,1.2239,100.2185,100.2259,101.7823,101.7402,5.9,6.7,9.6,8.8,10.0,7.7,20.5,19.7,8.5,7.9,4.6,5.4,8.7,10.1,81.71936507937,82.9180952381,80.34047619048,81.89952380952,97.45,90.99,3.4315,8.29,11.13,88.62092468049,2346.57,148.48095238095,8292.405,2379.667,26342.619,23807.381,2372.143,1342.024,1688.69,23.3933
2010-11-01,870.0,2.5,4.3,1.3,4.9,8.2,20.5,3.2,5.1,6.2,6.6,8.1,6.5,0.9,-3.0,4.0,-7.0,-10.0,17.0,-10.0,1.0,-12.0,92.02,5.9,72.4,68.1,11.9,4.4,5.0,57.8,54.9,6.6,67.4,63.0,83.0,10.5,5.9,85.0,5.5,50.8,48.0,-2.6,8.5,2.37,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.32,756346.0,714758.0,257812.0,0.8339,1.5405,1.042,1.269,100.2196,100.3244,101.8596,101.8715,5.9,6.6,9.8,8.7,9.4,7.6,20.6,19.9,8.3,7.7,4.5,5.4,9.0,10.5,84.53406349206,85.67,83.696,84.23619047619,107.16,103.2,3.72725,8.59,10.84,93.44204566854,2333.068,156.1,8469.886,2376.727,25519.091,22909.318,2291.682,1369.886,1692.77,26.5409
2010-12-01,647.0,0.8,1.0,0.1,-1.2,-4.7,1.0,-1.1,3.2,10.4,4.8,6.2,3.4,0.6,-7.0,-4.0,-9.0,-17.0,9.0,-12.0,-2.0,-12.0,91.82,5.9,72.4,68.1,11.7,4.3,5.1,57.9,54.9,6.6,67.4,63.0,81.0,10.3,5.9,85.0,5.5,50.9,48.1,-0.1,5.1,2.65,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.35,751026.0,708257.0,262292.0,0.8107,1.5261,1.0217,1.2507,100.2253,100.4799,101.9288,101.8737,5.8,6.4,9.8,8.7,9.3,7.5,20.8,20.0,7.8,7.6,4.4,5.2,8.5,10.0,90.00596179183,91.79652173913,89.07454545455,89.14681818182,118.29,115.24,4.2370952381,8.74,10.75,100.28540794402,2350.667,163.1,9147.262,2412.929,26163.333,24111.19,2280.929,1390.553,1711.39,29.3248
2011-01-01,726.0,1.5,1.9,0.8,7.5,5.0,2.9,5.8,3.9,15.3,-4.7,-6.9,0.2,1.1,-4.0,4.0,-9.0,-12.0,20.0,-13.0,-1.0,-14.0,91.72,5.8,72.1,67.9,11.4,4.2,5.2,57.7,54.7,6.4,67.3,62.9,78.0,10.0,5.6,88.0,5.7,50.9,48.0,-0.2,3.9,2.43,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.39,749133.0,707332.0,256053.0,0.7928,1.55,1.0172,1.2536,100.4133,100.6476,101.9776,101.819,5.7,6.3,9.8,8.6,9.4,7.3,20.9,20.0,7.2,7.5,4.3,5.2,8.5,9.7,92.6905952381,96.29428571429,92.369,89.4085,132.48,122.62,4.4934,9.61,11.45,108.0080141041,2439.525,179.18,9555.7,2601.65,27465.25,25646.25,2371.55,1360.46,1785.43,28.5086
2011-02-01,784.0,1.6,2.3,1.8,7.2,5.7,14.1,7.1,4.5,13.5,-3.4,-5.0,4.8,0.9,0.0,12.0,-7.0,-5.0,28.0,-12.0,2.0,-12.0,92.41,5.9,72.1,67.9,11.1,4.3,5.3,57.7,54.7,6.4,67.4,63.1,75.0,9.4,5.7,89.0,5.7,51.0,48.0,-1.2,4.4,2.43,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.41,753882.0,712025.0,258851.0,0.8937,1.714,1.0867,1.3523,100.5276,100.781,102.0535,101.7424,5.6,6.1,9.8,8.6,9.0,7.5,21.1,20.0,6.8,7.3,4.4,4.9,8.5,9.5,97.9141920078,103.9555,100.25444444444,89.53263157895,128.36,117.74,4.0749,9.36,12.02,102.12369104794,2508.175,187.18,9867.6,2586.675,31526.0,28252.25,2465.125,1374.68,1825.9,30.7785
2011-03-01,884.0,1.5,1.7,2.5,2.0,2.2,8.9,4.7,3.5,3.7,0.5,-0.2,2.5,1.4,1.0,12.0,-7.0,-2.0,26.0,-12.0,3.0,-12.0,93.46,5.7,71.8,67.7,10.7,4.2,5.3,57.6,54.5,6.2,67.0,62.8,72.0,9.2,5.4,89.0,5.7,50.8,47.9,3.0,10.0,2.47,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.5,753383.0,711394.0,259325.0,0.9031,1.9241,1.1755,1.4833,100.4953,100.9161,102.1,101.6196,5.5,6.0,9.6,8.7,9.2,7.3,21.2,20.1,6.7,7.1,4.3,5.0,8.4,9.5,108.6452173913,114.44130434783,108.57826086957,102.91608695652,126.13,121.0,3.9713,9.37,12.5,101.2383744945,2555.5,169.36,9503.36,2624.02,30590.93,26710.35,2341.48,1423.26,1770.17,35.8135
2011-04-01,696.0,1.5,1.1,3.3,2.9,7.7,12.8,2.7,3.3,4.7,-4.1,-6.9,0.2,1.9,-2.0,9.0,-9.0,-3.0,21.0,-14.0,3.0,-16.0,93.96,5.8,71.8,67.7,10.6,4.2,5.3,57.6,54.5,6.1,67.0,62.9,72.0,9.2,5.2,87.0,5.6,50.9,48.1,1.6,12.5,2.55,0.4,4.99,1.9,4.7,1.15,4.25,4.8,4.59,760492.0,718153.0,256294.0,1.1271,2.0856,1.3212,1.6214,100.3704,100.881,102.1124,101.5202,5.4,5.8,9.4,8.8,9.3,7.1,20.9,20.3,6.9,6.8,4.2,5.0,8.5,9.6,116.24316666667,123.07,115.7,109.9595,122.5,124.03,4.2424,10.36,12.99,109.56884767707,2678.11,179.33,9492.79,2701.17,32363.31,26408.33,2362.22,1480.89,1797.9,42.6952
2011-05-01,893.0,1.0,0.3,0.7,3.7,3.3,2.1,0.6,5.6,17.1,-5.5,-8.4,-0.7,1.6,-4.0,3.0,-9.0,-7.0,14.0,-15.0,2.0,-15.0,94.03,5.8,71.7,67.5,10.7,4.3,5.4,57.7,54.6,6.2,67.0,62.8,73.0,9.2,5.4,88.0,5.6,51.0,48.1,-0.1,11.9,2.71,0.5,4.99,2.0,4.7,1.25,4.25,4.8,4.64,770910.0,728397.0,265126.0,1.2434,2.1471,1.4251,1.7068,100.1908,100.6469,102.0691,101.4807,5.4,5.8,9.4,8.8,9.3,7.6,21.0,20.4,7.1,6.8,4.1,5.0,8.5,9.5,108.06851298701,114.45818181818,108.4645,101.28285714286,119.12,120.46,4.30895454545,10.3,13.61,110.51185233744,2596.45,177.05,8959.9,2428.32,28676.45,24236.73,2167.35,1512.58,1786.55,37.3359
2011-06-01,674.0,1.4,0.9,0.2,1.7,-1.5,-0.7,2.3,4.1,-3.2,0.2,0.4,-0.8,1.9,-6.0,-4.0,-8.0,-12.0,3.0,-13.0,2.0,-13.0,93.57,5.7,71.9,67.8,10.8,4.2,5.1,57.9,54.9,6.2,67.1,62.9,76.0,9.5,5.5,84.0,5.4,51.2,48.5,-1.1,10.2,3.03,0.5,4.99,2.0,4.7,1.25,4.25,4.8,4.64,768324.0,725163.0,266655.0,1.279,2.1441,1.4886,1.7493,99.98653,100.3321,101.9415,101.4692,5.3,5.7,9.4,8.9,9.5,7.3,21.3,20.8,7.3,6.9,4.4,4.9,8.5,9.6,105.84545454546,113.75772727273,107.52454545455,96.25409090909,120.09,119.01,4.549,10.26,14.52,113.85317454804,2557.76,170.88,9066.85,2524.99,25519.68,22420.93,2234.47,1529.36,1768.5,35.795
2011-07-01,703.0,1.3,2.3,1.5,2.6,2.8,0.2,-0.6,5.4,-2.3,2.9,2.3,0.6,0.4,-8.0,-8.0,-8.0,-14.0,-1.0,-12.0,2.0,-13.0,94.04,6.0,71.9,67.6,11.3,4.4,5.3,58.0,54.9,6.5,67.0,62.6,81.0,10.2,5.8,87.0,5.5,51.3,48.5,-4.9,4.2,2.95,0.6532258064516129,4.99,2.153225806451613,4.7,1.403225806451613,4.25,4.8,4.67,772988.0,729410.0,260363.0,1.4218,2.1827,1.5976,1.8182,99.69524,100.0281,101.7265,101.3096,5.3,5.6,9.5,8.9,9.5,7.7,21.7,21.1,7.6,7.4,4.3,5.0,8.4,9.5,107.91661111111,116.46,109.98333333333,97.3065,120.75,116.27,4.4131,10.99,16.22,116.82502995674,2525.43,172.98,9650.46,2681.02,27398.1,23847.95,2397.75,1572.75,1759.76,37.9171
2011-08-01,799.0,0.3,0.3,3.8,-2.2,1.2,1.6,1.2,1.3,-5.7,0.6,0.2,4.1,0.3,-16.0,-26.0,-9.0,-31.0,-21.0,-13.0,-2.0,-13.0,94.19,6.0,72.0,67.7,11.3,4.6,5.2,58.1,55.0,6.5,67.1,62.7,82.0,10.2,6.0,84.0,5.3,51.4,48.7,-5.9,4.3,2.55,0.75,4.99,2.25,4.7,1.5,4.25,4.8,4.64,779517.0,736306.0,264087.0,1.3734,2.0969,1.5521,1.7548,99.13304,99.84754,101.4455,100.9814,5.2,5.6,9.5,8.9,9.6,7.8,22.1,21.3,7.8,7.6,4.2,4.7,8.5,9.4,100.48642512077,110.08130434783,105.05666666667,86.32130434783,120.13,118.27,4.0539,10.81,16.55,111.83098840383,2379.35,177.5,9000.76,2397.28,24042.43,21845.09,2200.17,1759.01,1804.7,40.3313
2011-09-01,793.0,-0.9,-2.9,3.2,-6.8,-11.5,-12.3,-3.2,-3.5,-8.1,-2.9,-5.5,1.2,0.7,-27.0,-48.0,-13.0,-53.0,-43.0,-16.0,-7.0,-17.0,94.53,6.2,72.4,67.9,11.8,4.8,5.3,58.2,55.1,6.8,67.4,62.8,87.0,10.7,6.2,88.0,5.6,51.6,48.8,-3.3,5.2,2.66,0.75,4.99,2.25,4.7,1.5,4.25,4.8,4.57,782909.0,739234.0,267203.0,1.3472,2.0669,1.5365,1.736,98.50497,99.77248,101.1732,100.7219,5.2,5.5,9.4,9.0,10.2,8.1,22.5,21.7,7.7,7.5,3.8,4.5,8.7,9.3,100.81935064935,110.87909090909,106.00181818182,85.57714285714,123.09,115.62,3.9013,10.85,16.27,109.97837023871,2293.46,177.23,8300.14,2287.67,22526.6,20377.59,2075.22,1772.14,1748.11,38.1545
2011-10-01,799.0,-0.8,-1.9,1.1,-3.7,-6.7,-0.2,-0.3,-1.5,-12.0,-2.4,-4.1,-0.4,0.2,-34.0,-61.0,-16.0,-66.0,-57.0,-18.0,-12.0,-18.0,94.57,6.4,72.6,67.9,11.9,5.0,5.4,58.4,55.2,7.0,67.7,62.9,89.0,10.9,6.4,92.0,5.8,51.8,48.8,-5.8,2.8,2.83,0.75,4.99,2.25,4.7,1.5,4.25,4.8,4.51,781231.0,737121.0,264705.0,1.3635,2.1101,1.5759,1.7761,98.06031,99.70985,100.9568,100.5271,5.1,5.5,9.4,9.2,10.0,8.1,22.8,22.1,7.4,7.2,3.9,4.8,8.4,9.2,99.84775396825,109.46857142857,103.6685,86.40619047619,119.39,110.88,3.568,11.42,16.48,108.7830220474,2180.65,150.43,7394.19,1960.38,21868.64,19039.05,1871.42,1666.43,1535.19,31.9748
2011-11-01,1022.0,-0.2,-1.3,1.0,-1.2,0.7,0.8,0.8,3.7,-3.2,-3.9,-5.7,0.1,0.7,-35.0,-64.0,-15.0,-68.0,-61.0,-16.0,-12.0,-17.0,94.28,6.6,72.8,68.0,12.2,5.2,5.6,58.6,55.4,7.2,67.9,63.0,92.0,11.2,6.6,92.0,5.7,51.9,48.9,-7.6,-4.8,2.5,0.5666666666666667,4.99,2.066666666666667,4.7,1.3166666666666669,4.25,4.8,4.53,782692.0,738508.0,263721.0,1.2266,2.0439,1.4847,1.7065,97.93064,99.72324,100.8214,100.5078,5.0,5.4,9.4,9.3,10.9,8.5,23.0,22.3,7.3,7.1,4.1,4.7,8.3,8.9,105.40501443001,110.50409090909,108.58761904762,97.12333333333,113.78,105.47,3.24245,11.32,16.78,104.55759796356,2079.98,135.54,7581.02,1994.22,21291.7,17873.0,1935.32,1739.0,1596.98,33.0818
2011-12-01,758.0,-0.6,-2.1,-1.3,2.9,3.6,-2.0,4.5,-0.6,12.5,-8.8,-15.0,3.7,0.9,-36.0,-65.0,-17.0,-71.0,-60.0,-18.0,-15.0,-19.0,94.04,6.5,72.8,68.1,12.2,5.0,5.4,58.8,55.6,7.1,68.1,63.3,93.0,11.3,6.5,89.0,5.6,52.0,49.1,-4.0,3.3,2.83,0.3548387096774194,4.99,1.85483870967742,4.7,1.1048387096774193,4.25,4.8,4.54,796333.0,751130.0,272428.0,1.143,2.0035,1.4261,1.6707,97.84317,99.79738,100.7989,100.622,4.9,5.4,9.4,9.4,10.7,9.0,23.3,22.6,7.2,7.0,4.0,4.9,8.3,8.7,104.23047619048,107.90904761905,106.21857142857,98.56380952381,111.56,104.19,3.16423809524,11.53,16.48,104.40292760818,2022.25,136.39,7565.48,2022.35,19375.01,18266.76,1904.73,1639.97,1454.59,30.3032
2012-01-01,1021.0,-0.6,-1.1,3.0,-2.3,-0.9,-4.1,2.5,7.6,-13.8,-3.1,-3.3,-1.7,-0.1,-37.0,-66.0,-18.0,-73.0,-59.0,-17.0,-16.0,-19.0,93.99,6.6,72.8,68.0,12.5,5.1,5.5,58.8,55.6,7.1,67.9,63.1,93.0,11.4,6.6,89.0,5.5,52.0,49.1,-5.2,1.8,2.6,0.25,4.99,1.75,4.7,1.0,4.25,4.8,4.52,800445.0,756231.0,267208.0,0.8362,1.8366,1.2222,1.5047,97.89399,99.82469,100.8193,100.7143,4.9,5.4,9.4,9.5,10.7,9.0,23.6,22.9,7.3,7.2,4.3,4.7,8.2,8.4,107.07457226399,111.15619047619,109.78052631579,100.287,116.46,106.26,2.6797,11.45,16.71,98.29450664705,2144.2,140.26,8040.47,2096.16,21438.63,19854.77,1981.86,1654.05,1499.32,30.6509
2012-02-01,944.0,-0.9,-0.8,0.0,-7.2,-1.9,-0.5,-1.7,6.1,-14.6,6.8,12.4,-1.7,-1.0,-36.0,-61.0,-19.0,-72.0,-50.0,-19.0,-16.0,-22.0,94.7,6.5,72.7,68.0,12.8,4.8,5.4,58.7,55.6,7.0,67.8,63.1,95.0,11.6,6.3,86.0,5.3,52.0,49.2,-4.6,0.9,2.76,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.51,807239.0,763096.0,265221.0,0.626,1.6783,1.0483,1.3454,98.0358,99.81374,100.7915,100.7475,4.9,5.4,9.4,9.6,11.6,9.1,23.9,23.4,7.3,7.2,4.2,4.7,8.1,8.4,112.68752380952,119.70238095238,116.14619047619,102.214,117.02,105.3,2.5192,11.12,16.03,94.31598841565,2207.92,140.4,8441.49,2121.26,24293.31,20393.67,2057.79,1744.82,1657.76,34.1405
2012-03-01,915.0,-0.6,-1.5,-0.3,0.0,4.7,9.0,0.6,8.0,-6.8,-5.0,-7.0,1.0,0.2,-36.0,-60.0,-20.0,-71.0,-49.0,-21.0,-17.0,-23.0,95.78,6.5,72.6,67.8,12.8,5.0,5.4,58.7,55.5,7.1,67.8,63.0,96.0,11.7,6.5,87.0,5.4,52.0,49.2,-5.9,1.5,2.2,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.43,817918.0,773554.0,270287.0,0.4674,1.4985,0.8585,1.1637,98.10024,99.73634,100.6874,100.7677,4.8,5.4,9.5,9.6,12.0,9.8,24.1,23.7,7.3,7.2,4.2,4.8,8.0,8.4,117.785,124.92863636364,122.27590909091,106.15045454546,107.46,103.43,2.1661,11.97,16.34,94.27906311747,2184.16,144.66,8470.78,2056.69,22985.43,18660.81,2035.92,1675.95,1655.41,32.9532
2012-04-01,864.0,-1.4,-2.4,-2.1,-6.8,-14.9,-24.9,-9.1,5.5,-16.8,4.5,11.8,-9.9,-0.7,-32.0,-51.0,-19.0,-67.0,-36.0,-21.0,-14.0,-22.0,96.17,6.8,72.7,67.8,12.9,5.3,5.7,58.9,55.6,7.3,67.9,62.9,98.0,12.0,6.6,91.0,5.7,52.1,49.2,-6.9,-1.7,2.15,0.25,4.99,1.75,4.7,1.0,4.25,4.7,4.37,815598.0,771041.0,269856.0,0.4088,1.3678,0.7443,1.0402,98.16808,99.6013,100.5698,100.7948,4.9,5.3,9.7,9.6,11.7,10.0,24.3,24.2,7.4,7.2,4.1,4.8,8.0,8.3,113.6655,120.4635,117.25,103.283,103.59,101.33,1.9467,11.42,16.85,89.34564425813,2049.67,147.64,8289.48,2071.07,22200.62,17939.79,2002.14,1649.2,1585.81,31.5255
